100000000000000000000000000000000000000000000000000000000000000000000000000000000,100000000000000000000000000000000000000000000000000000000000000000000000000000000
100000000000000000000000000000000000000000000000000000000000000000000000000000000,100000000000000000000000000000000000000000000000000000000000000000000000000000000
100000000000000000000000000000000000000000000000000000000000000000000000000000000,100000000000000000000000000000000000000000000000000000000000000000000000000000000
100000000000000000000000000000000000000000000000000000000000000000000000000000000,100000000000000000000000000000000000000000000000000000000000000000000000000000000
100000000000000000000000000000000000000000000000000000000000000000000000000000000,100000000000000000000000000000000000000000000000000000000000000000000000000000000
200000000000000000000000000000000000000000000000000000000000000000000000000000000,100000000000000000000000000000000000000000000000000000000000000000000000000000000
200000000000000000000000000000000000000000000000000000000000000000000000000000000,100000000000000000000000000000000000000000000000000000000000000000000000000000000
200000000000000000000000000000000000000000000000000000000000000000000000000000000,100000000000000000000000000000000000000000000000000000000000000000000000000000000
200000000000000000000000000000000000000000000000000000000000000000000000000000000,100000000000000000000000000000000000000000000000000000000000000000000000000000000
200000000000000000000000000000000000000000000000000000000000000000000000000000000,100000000000000000000000000000000000000000000000000000000000000000000000000000000
120000000000000000000000000000000000000000000000000000000000000000000000000000000,010000000000000000000000000000000000000000000000000000000000000000000000000000000
120000000000000000000000000000000000000000000000000000000000000000000000000000000,010000000000000000000000000000000000000000000000000000000000000000000000000000000
120000000000000000000000000000000000000000000000000000000000000000000000000000000,010000000000000000000000000000000000000000000000000000000000000000000000000000000
120000000000000000000000000000000000000000000000000000000000000000000000000000000,010000000000000000000000000000000000000000000000000000000000000000000000000000000
120000000000000000000000000000000000000000000000000000000000000000000000000000000,010000000000000000000000000000000000000000000000000000000000000000000000000000000
202000000000000000000000000000000000000000000000000000000000000000000000000000000,001000000000000000000000000000000000000000000000000000000000000000000000000000000
202000000000000000000000000000000000000000000000000000000000000000000000000000000,001000000000000000000000000000000000000000000000000000000000000000000000000000000
202000000000000000000000000000000000000000000000000000000000000000000000000000000,001000000000000000000000000000000000000000000000000000000000000000000000000000000
202000000000000000000000000000000000000000000000000000000000000000000000000000000,001000000000000000000000000000000000000000000000000000000000000000000000000000000
202000000000000000000000000000000000000000000000000000000000000000000000000000000,001000000000000000000000000000000000000000000000000000000000000000000000000000000
120000000100000000000000000000000000000000000000000000000000000000000000000000000,000000000100000000000000000000000000000000000000000000000000000000000000000000000
120000000100000000000000000000000000000000000000000000000000000000000000000000000,000000000100000000000000000000000000000000000000000000000000000000000000000000000
120000000100000000000000000000000000000000000000000000000000000000000000000000000,000000000100000000000000000000000000000000000000000000000000000000000000000000000
120000000100000000000000000000000000000000000000000000000000000000000000000000000,000000000100000000000000000000000000000000000000000000000000000000000000000000000
120000000100000000000000000000000000000000000000000000000000000000000000000000000,000000000100000000000000000000000000000000000000000000000000000000000000000000000
202020000000000000000000000000000000000000000000000000000000000000000000000000000,000010000000000000000000000000000000000000000000000000000000000000000000000000000
202020000000000000000000000000000000000000000000000000000000000000000000000000000,000010000000000000000000000000000000000000000000000000000000000000000000000000000
202020000000000000000000000000000000000000000000000000000000000000000000000000000,000010000000000000000000000000000000000000000000000000000000000000000000000000000
202020000000000000000000000000000000000000000000000000000000000000000000000000000,000010000000000000000000000000000000000000000000000000000000000000000000000000000
202020000000000000000000000000000000000000000000000000000000000000000000000000000,000010000000000000000000000000000000000000000000000000000000000000000000000000000
120000000100000000100000000000000000000000000000000000000000000000000000000000000,000000000000000000100000000000000000000000000000000000000000000000000000000000000
120000000100000000100000000000000000000000000000000000000000000000000000000000000,000000000000000000100000000000000000000000000000000000000000000000000000000000000
120000000100000000100000000000000000000000000000000000000000000000000000000000000,000000000000000000100000000000000000000000000000000000000000000000000000000000000
120000000100000000100000000000000000000000000000000000000000000000000000000000000,000000000000000000100000000000000000000000000000000000000000000000000000000000000
120000000100000000100000000000000000000000000000000000000000000000000000000000000,000000000000000000100000000000000000000000000000000000000000000000000000000000000
